text,label
No street lighting on entire service road stretch in Jubilee Hills. We have been waiting for a long time.,streetlight_or_electricity
Filth everywhere near the market in Tarnaka. Garbage not cleaned. This is a hazard and needs urgent attention.,garbage
The asphalt has completely broken on metro station road near LB Nagar. Please send someone to fix this soon.,pothole_road_damage
Standing water on junction in Secunderabad causing dengue fear. People are suffering due to this negligence.,waterlogging
Stray dogs are attacking people near metro station road in Hitech City. Please send someone to fix this soon.,others
"No proper drainage in Lakdikapul, every rain causes water accumulation. Immediate repair is required.",waterlogging
Road is very dark at Ameerpet near railway crossing because street light is dead. People are suffering due to this negligence.,streetlight_or_electricity
Sewage water is spreading across the main road in Ameerpet. People are suffering due to this negligence.,sewage_overflow
Huge road damage near Manikonda. Bikers cannot pass safely. This is a hazard and needs urgent attention.,pothole_road_damage
Open manhole near Rajendranagar is dangerous and sewage is leaking. Please send someone to fix this soon.,sewage_overflow
Drain near Vanasthalipuram beside flyover is blocked and sewage backing up. This needs to be addressed before someone gets hurt.,sewage_overflow
"Speed breakers are broken on school road in Balanagar, causing jolt to vehicles. Requesting the concerned department to resolve this urgently.",pothole_road_damage
Open manhole near Uppal is dangerous and sewage is leaking. This issue is causing a lot of inconvenience to residents.,sewage_overflow
People are dumping trash openly near the residential lane in Malkajgiri. This is affecting daily commuters and pedestrians.,garbage
Severe waterlogging on lane in Ameerpet after rain. Children and elderly are at risk.,waterlogging
"Speed breakers are broken on service road in Kondapur, causing jolt to vehicles. People are suffering due to this negligence.",pothole_road_damage
"The dug up road in Alwal was never repaired, full of potholes now. The situation is getting worse every day.",pothole_road_damage
Wastewater from drain flooding service road in Nampally. This is a hazard and needs urgent attention.,sewage_overflow
Flooded street in SR Nagar due to choked drainage. Children and elderly are at risk.,waterlogging
Street light has been switched off for many days in Jubilee Hills. This is affecting daily commuters and pedestrians.,streetlight_or_electricity
Road in our area Uppal is full of craters. Children can't walk safely. We have been waiting for a long time.,pothole_road_damage
Knee-deep water in Hitech City locality after yesterday's rain. The situation is getting worse every day.,waterlogging
All lights in Chintal colony are not working since the heavy rains. We have been waiting for a long time.,streetlight_or_electricity
"Underground drainage system failed in Hitech City, sewage everywhere. Please take immediate action.",sewage_overflow
Manhole is open and sewage is leaking near Quthbullapur. This problem has been ignored for many days.,sewage_overflow
Electric wires are hanging dangerously near near railway crossing in Hitech City. This is becoming a serious public health problem.,streetlight_or_electricity
Graffiti and vandalism on public property in Rajendranagar. Kindly look into this matter at the earliest.,others
Flooding in Khairatabad colony due to poor drainage system. Please take immediate action.,waterlogging
"Piles of rubbish on lane in Mehdipatnam, stinking badly. Immediate repair is required.",garbage
Water stagnation near Hayathnagar lane for many days creating foul smell. This is a hazard and needs urgent attention.,waterlogging
"No illumination on highway stretch in Secunderabad, accidents happening regularly. This is a hazard and needs urgent attention.",streetlight_or_electricity
Sewage is overflowing on the near railway crossing in Ameerpet. This is a hazard and needs urgent attention.,sewage_overflow
Noise pollution from loudspeaker near Amberpet for many days. This problem has been ignored for many days.,others
Dry and wet waste mixed together near bin at Nampally near bus stop. Requesting the concerned department to resolve this urgently.,garbage
A big crack has appeared on the road surface near Nagole near bus stop. Immediate repair is required.,pothole_road_damage
Badly damaged road causing waterlogging in potholes near Alwal. No one has responded even after multiple complaints.,pothole_road_damage
Road is very dark at Malkajgiri lane because street light is dead. Kindly look into this matter at the earliest.,streetlight_or_electricity
People are dumping trash openly near the beside flyover in Ramanthapur. The situation is getting worse every day.,garbage
Badly damaged road causing waterlogging in potholes near Manikonda. We have been waiting for a long time.,pothole_road_damage
"Multiple potholes on temple street in Bowenpally, two-wheelers are at risk. Please take immediate action.",pothole_road_damage
The gutter near lane in Charminar is blocked and overflowing. The situation is getting worse every day.,sewage_overflow
Water tanker not coming to Dilsukhnagar since last night. We have been waiting for a long time.,others
The temple street in Banjara Hills is in terrible condition with road damage everywhere. This is becoming a serious public health problem.,pothole_road_damage
People cannot walk near Uppal due to sewage on cross road. We have been waiting for a long time.,sewage_overflow
Garbage overflowing from community bin in Charminar. Please take immediate action.,garbage
"Drain is clogged near Erragadda residential lane, causing backup into houses. Children and elderly are at risk.",sewage_overflow
"Drain is clogged near Chintal lane, causing backup into houses. This is becoming a serious public health problem.",sewage_overflow
"There are cracks and holes all over the road in Moosapet, very dangerous. People are suffering due to this negligence.",pothole_road_damage
"There is a deep road pit on the metro station road near Nampally, causing accidents. Please send someone to fix this soon.",pothole_road_damage
Water tanker not coming to Attapur from the last 2 weeks. Requesting the concerned department to resolve this urgently.,others
Dead animal carcass and garbage lying near market area in Nagole. This needs to be addressed before someone gets hurt.,garbage
Construction debris dumped near near signal in Moosapet. Immediate repair is required.,garbage
No street lighting on entire metro station road stretch in Hitech City. No one has responded even after multiple complaints.,streetlight_or_electricity
Dry and wet waste mixed together near bin at Rajendranagar metro station road. Children and elderly are at risk.,garbage
Tree has fallen on the road near Uppal temple street. This needs to be addressed before someone gets hurt.,others
Water stagnation near Secunderabad near bus stop for many days creating foul smell. The situation is getting worse every day.,waterlogging
Strong foul smell from the drain at Jubilee Hills. People are suffering due to this negligence.,sewage_overflow
Trash and litter everywhere near temple street in Begumpet. Very unhygienic. Immediate repair is required.,garbage
Auto drivers overcharging passengers near Nagole. No one has responded even after multiple complaints.,others
Electricity cable fallen on road near Serilingampally. Very risky. This issue is causing a lot of inconvenience to residents.,streetlight_or_electricity
Water submerged road near LB Nagar residential lane is impassable. Children and elderly are at risk.,waterlogging
"Drain is clogged near Chintal temple street, causing backup into houses. Requesting the concerned department to resolve this urgently.",sewage_overflow
Frequent power cuts in Charminar area for over a month. This problem has been ignored for many days.,streetlight_or_electricity
Bus stop shelter damaged near Dilsukhnagar residential lane. Kindly look into this matter at the earliest.,others
Badly damaged road causing waterlogging in potholes near SR Nagar. No one has responded even after multiple complaints.,pothole_road_damage
"Rain water flooding school road in Serilingampally, two-wheelers cannot pass. Please take immediate action.",waterlogging
Children cannot go to school due to waterlogging near Rajendranagar. People are suffering due to this negligence.,waterlogging
Drinking water supply issue in Vanasthalipuram since yesterday. Kindly look into this matter at the earliest.,others
Transformer near Khairatabad is sparking at night. Fire hazard. Please take immediate action.,streetlight_or_electricity
"No proper drainage in SR Nagar, every rain causes water accumulation. This issue is causing a lot of inconvenience to residents.",waterlogging
Medical waste found dumped near junction in Tarnaka. Health hazard! Children and elderly are at risk.,garbage
Sewage mixed with rain water on service road near Nagole. Immediate repair is required.,sewage_overflow
Waste materials scattered across the street in Mehdipatnam. This needs to be addressed before someone gets hurt.,garbage
Auto drivers overcharging passengers near Hitech City. The situation is getting worse every day.,others
Several street lights are not working in KPHB Colony. This needs to be addressed before someone gets hurt.,streetlight_or_electricity
A huge crater has formed on the hospital road in Nampally. This is affecting daily commuters and pedestrians.,pothole_road_damage
Damaged bench in public park near Khairatabad. This is becoming a serious public health problem.,others
Public toilet near Malkajgiri junction is not maintained. This is a hazard and needs urgent attention.,others
Road divider broken near temple street in Uppal. This issue is causing a lot of inconvenience to residents.,others
"Electricity wire touching tree near Bowenpally main road, sparks visible. Kindly look into this matter at the earliest.",streetlight_or_electricity
"Underground drainage system failed in Banjara Hills, sewage everywhere. Please take immediate action.",sewage_overflow
Water submerged road near Lakdikapul junction is impassable. This needs to be addressed before someone gets hurt.,waterlogging
Open manhole near Jubilee Hills is dangerous and sewage is leaking. This needs to be addressed before someone gets hurt.,sewage_overflow
Bulb fused in street light near Moosapet residential lane. Not replaced. Children and elderly are at risk.,streetlight_or_electricity
"Speed breakers are broken on cross road in Begumpet, causing jolt to vehicles. Please take immediate action.",pothole_road_damage
Stray dogs are attacking people near lane in Madhapur. No one has responded even after multiple complaints.,others
There is complete darkness at night due to faulty street light in Bowenpally. We have been waiting for a long time.,streetlight_or_electricity
Stray cattle roaming on junction in Tarnaka. We have been waiting for a long time.,others
Road condition is very poor with cuts and pits on metro station road in Jubilee Hills. Please send someone to fix this soon.,pothole_road_damage
Blocked drain near Quthbullapur causing sewage to overflow on street. This is becoming a serious public health problem.,sewage_overflow
Mosquito fogging needed in Moosapet colony urgently. No one has responded even after multiple complaints.,others
Strong foul smell from the drain at Hitech City. This is becoming a serious public health problem.,sewage_overflow
"Multiple potholes on market area in Jubilee Hills, two-wheelers are at risk. This needs to be addressed before someone gets hurt.",pothole_road_damage
Open dumping of solid waste near Attapur is attracting stray animals. Requesting the concerned department to resolve this urgently.,garbage
Footpath encroachment by vendors near near railway crossing in Miyapur. This is affecting daily commuters and pedestrians.,others
Knee-deep water in Quthbullapur locality after yesterday's rain. People are suffering due to this negligence.,waterlogging
Mosquito breeding is increasing due to sewage overflow in LB Nagar. We have been waiting for a long time.,sewage_overflow
Illegal construction happening near Uppal cross road. We have been waiting for a long time.,others
Uncollected garbage has been lying near Ameerpet since last night. This needs to be addressed before someone gets hurt.,garbage
Sewage mixed with rain water on metro station road near SR Nagar. Kindly look into this matter at the earliest.,sewage_overflow
Dirty drain water is entering homes in Jeedimetla. This is affecting daily commuters and pedestrians.,sewage_overflow
Bulb fused in street light near Quthbullapur lane. Not replaced. We have been waiting for a long time.,streetlight_or_electricity
Water tanker not coming to Ramanthapur since the heavy rains. This issue is causing a lot of inconvenience to residents.,others
Several street lights are not working in Vanasthalipuram. This is affecting daily commuters and pedestrians.,streetlight_or_electricity
Water tanker not coming to Miyapur for the past few days. Immediate repair is required.,others
Sewer overflowing near school in Serilingampally. Very unhygienic for children. Immediate repair is required.,sewage_overflow
"Rain water flooding school road in Ameerpet, two-wheelers cannot pass. Requesting the concerned department to resolve this urgently.",waterlogging
There is a big pothole on the junction in Hitech City. Requesting the concerned department to resolve this urgently.,pothole_road_damage
Plastic waste and litter scattered all over hospital road in Nagole. This issue is causing a lot of inconvenience to residents.,garbage
Trash and litter everywhere near colony road in Chintal. Very unhygienic. This needs to be addressed before someone gets hurt.,garbage
Bad smell coming due to uncollected waste near Ramanthapur near signal. This issue is causing a lot of inconvenience to residents.,garbage
The asphalt has completely broken on colony road near Vanasthalipuram. This issue is causing a lot of inconvenience to residents.,pothole_road_damage
Tree has fallen on the road near Mehdipatnam metro station road. People are suffering due to this negligence.,others
Sewer line is burst and waste water is flowing freely in Jeedimetla. Children and elderly are at risk.,sewage_overflow
"Storm water drain is blocked near SR Nagar, causing flooding. Kindly look into this matter at the earliest.",waterlogging
Road condition is very poor with cuts and pits on near signal in Quthbullapur. The situation is getting worse every day.,pothole_road_damage
Potholes have formed after recent road digging near Champapet junction. No one has responded even after multiple complaints.,pothole_road_damage
Dead animal carcass and garbage lying near hospital road in Amberpet. This is a hazard and needs urgent attention.,garbage
People cannot walk near Begumpet due to sewage on near signal. Immediate repair is required.,sewage_overflow
Road divider broken near market area in Miyapur. Immediate repair is required.,others
Transformer near Amberpet is sparking at night. Fire hazard. This issue is causing a lot of inconvenience to residents.,streetlight_or_electricity
Smoke and dust from construction site near Moosapet. This is becoming a serious public health problem.,others
"There are cracks and holes all over the road in Kukatpally, very dangerous. Kindly look into this matter at the earliest.",pothole_road_damage
Sewage water is spreading across the highway stretch in Quthbullapur. Immediate repair is required.,sewage_overflow
Vehicles submerged due to heavy waterlogging in Banjara Hills. This is becoming a serious public health problem.,waterlogging
Transformer near Bowenpally is sparking at night. Fire hazard. No one has responded even after multiple complaints.,streetlight_or_electricity
Waterlogging near Begumpet colony road is causing traffic problems. This problem has been ignored for many days.,waterlogging
No street lighting on entire hospital road stretch in Amberpet. The situation is getting worse every day.,streetlight_or_electricity
Night time visibility is zero on metro station road near Balanagar. No lights. This needs to be addressed before someone gets hurt.,streetlight_or_electricity
Nala near Uppal is overflowing with sewage and waste water. This is affecting daily commuters and pedestrians.,sewage_overflow
Waste not picked up from our colony in Mehdipatnam for many days. Children and elderly are at risk.,garbage
Street lamps in Ramanthapur are all off. Women feel unsafe at night. This is a hazard and needs urgent attention.,streetlight_or_electricity
Road surface is completely damaged near Charminar service road. This problem has been ignored for many days.,pothole_road_damage
The sewage pipeline is broken near school road in Charminar. Please take immediate action.,sewage_overflow
Waste not picked up from our colony in Bowenpally for the last one week. Immediate repair is required.,garbage
Garbage van has not come to Miyapur since last night. Waste is piling up everywhere. This is affecting daily commuters and pedestrians.,garbage
Potholes have formed after recent road digging near Kompally near railway crossing. This issue is causing a lot of inconvenience to residents.,pothole_road_damage
Flooded street in Nampally due to choked drainage. Kindly look into this matter at the earliest.,waterlogging
Noise pollution from loudspeaker near Kondapur for the last one week. We have been waiting for a long time.,others
Road surface is completely damaged near Ameerpet colony road. This needs to be addressed before someone gets hurt.,pothole_road_damage
Night time visibility is zero on school road near Uppal. No lights. We have been waiting for a long time.,streetlight_or_electricity
The road in Attapur near service road is broken badly and needs urgent repair. This needs to be addressed before someone gets hurt.,pothole_road_damage
Dirty drain water is entering homes in Habsiguda. This is a hazard and needs urgent attention.,sewage_overflow
Terrible sewage smell in Habsiguda colony from broken sewer pipe. The situation is getting worse every day.,sewage_overflow
The road near Chintal near signal has multiple deep potholes. The situation is getting worse every day.,pothole_road_damage
People are dumping trash openly near the hospital road in Mehdipatnam. Please take immediate action.,garbage
No pedestrian crossing at busy near railway crossing in KPHB Colony. This is becoming a serious public health problem.,others
The broken light pole near Habsiguda is unsafe for pedestrians. Kindly look into this matter at the earliest.,streetlight_or_electricity
Water tanker not coming to Jubilee Hills for the last one week. Please send someone to fix this soon.,others
Bus stop shelter damaged near Erragadda hospital road. This needs to be addressed before someone gets hurt.,others
Open drain near Ramanthapur market area is overflowing and stinking. This issue is causing a lot of inconvenience to residents.,sewage_overflow
Street lamp near temple street in SR Nagar is flickering and not stable. No one has responded even after multiple complaints.,streetlight_or_electricity
"Park in Secunderabad is not maintained, becoming unsafe. This problem has been ignored for many days.",others
Water submerged road near Attapur lane is impassable. This is becoming a serious public health problem.,waterlogging
Public tap running and wasting water near Kondapur lane. Please take immediate action.,others
Water stagnation near Miyapur colony road for many days creating foul smell. Please send someone to fix this soon.,waterlogging
Mosquito breeding is increasing due to sewage overflow in Attapur. The situation is getting worse every day.,sewage_overflow
Damaged road near Khairatabad is causing tire punctures and vehicle breakdowns. This is affecting daily commuters and pedestrians.,pothole_road_damage
Drain near Chintal highway stretch is blocked and sewage backing up. This problem has been ignored for many days.,sewage_overflow
Road condition is very poor with cuts and pits on near signal in Ramanthapur. This is becoming a serious public health problem.,pothole_road_damage
Electricity cable fallen on road near Lakdikapul. Very risky. No one has responded even after multiple complaints.,streetlight_or_electricity
"Park in Miyapur is not maintained, becoming unsafe. Requesting the concerned department to resolve this urgently.",others
There is a lot of garbage accumulated near the cross road in Banjara Hills. People are suffering due to this negligence.,garbage
The asphalt has completely broken on main road near Abids. Please take immediate action.,pothole_road_damage
Street light has been switched off for many days in Ramanthapur. No one has responded even after multiple complaints.,streetlight_or_electricity
"Underground drainage system failed in Begumpet, sewage everywhere. Requesting the concerned department to resolve this urgently.",sewage_overflow
Sewage water is spreading across the hospital road in Uppal. Children and elderly are at risk.,sewage_overflow
Water is stagnating on the near signal near Uppal for many days. People are suffering due to this negligence.,waterlogging
Road condition is very poor with cuts and pits on school road in Dilsukhnagar. Please send someone to fix this soon.,pothole_road_damage
Strong foul smell from the drain at Gachibowli. Immediate repair is required.,sewage_overflow
Electricity cable fallen on road near Vanasthalipuram. Very risky. This is a hazard and needs urgent attention.,streetlight_or_electricity
Children cannot go to school due to waterlogging near Chintal. This is becoming a serious public health problem.,waterlogging
Frequent power cuts in Jeedimetla area since the heavy rains. This is a hazard and needs urgent attention.,streetlight_or_electricity
The asphalt has completely broken on service road near Quthbullapur. Kindly look into this matter at the earliest.,pothole_road_damage
Sewer overflowing near school in Dilsukhnagar. Very unhygienic for children. This needs to be addressed before someone gets hurt.,sewage_overflow
Road is very dark at Jubilee Hills near railway crossing because street light is dead. The situation is getting worse every day.,streetlight_or_electricity
Road divider broken near main road in Dilsukhnagar. Requesting the concerned department to resolve this urgently.,others
Water not draining from beside flyover in Vanasthalipuram even hours after rain. People are suffering due to this negligence.,waterlogging
Knee-deep water in Secunderabad locality after yesterday's rain. This is affecting daily commuters and pedestrians.,waterlogging
Badly damaged road causing waterlogging in potholes near Vanasthalipuram. No one has responded even after multiple complaints.,pothole_road_damage
Waste materials scattered across the street in Jubilee Hills. This is affecting daily commuters and pedestrians.,garbage
Construction debris dumped near cross road in Vanasthalipuram. Please send someone to fix this soon.,garbage
There is a lot of garbage accumulated near the service road in Gachibowli. Immediate repair is required.,garbage
"Underground drainage system failed in Nampally, sewage everywhere. This is becoming a serious public health problem.",sewage_overflow
Children cannot go to school due to waterlogging near Champapet. This needs to be addressed before someone gets hurt.,waterlogging
Street light has been switched off for many days in Serilingampally. This issue is causing a lot of inconvenience to residents.,streetlight_or_electricity
High tension wire hanging low near junction in Abids. Extremely dangerous. This is becoming a serious public health problem.,streetlight_or_electricity
Stray dogs are attacking people near highway stretch in Chintal. Children and elderly are at risk.,others
Road is very dark at Kondapur beside flyover because street light is dead. This is becoming a serious public health problem.,streetlight_or_electricity
No garbage collection happening in Vanasthalipuram from the last 2 weeks. This is a hazard and needs urgent attention.,garbage
Medical waste found dumped near service road in Chintal. Health hazard! We have been waiting for a long time.,garbage
Water tanker not coming to Dilsukhnagar since yesterday. This is a hazard and needs urgent attention.,others
Bus stop shelter damaged near Abids near railway crossing. Children and elderly are at risk.,others
The gutter near hospital road in KPHB Colony is blocked and overflowing. This is affecting daily commuters and pedestrians.,sewage_overflow
Sewage is overflowing on the service road in Lakdikapul. Kindly look into this matter at the earliest.,sewage_overflow
Open drain near Hitech City hospital road is overflowing and stinking. This problem has been ignored for many days.,sewage_overflow
Power outage in Nagole for over a month. No electricity in the area. This issue is causing a lot of inconvenience to residents.,streetlight_or_electricity
Public tap running and wasting water near Secunderabad cross road. We have been waiting for a long time.,others
"No proper drainage in Kukatpally, every rain causes water accumulation. Kindly look into this matter at the earliest.",waterlogging
Sewer overflowing near school in Charminar. Very unhygienic for children. This is becoming a serious public health problem.,sewage_overflow
High tension wire hanging low near near railway crossing in Vanasthalipuram. Extremely dangerous. Immediate repair is required.,streetlight_or_electricity
Bulb fused in street light near Secunderabad hospital road. Not replaced. Immediate repair is required.,streetlight_or_electricity
Potholes have formed after recent road digging near Nampally near railway crossing. No one has responded even after multiple complaints.,pothole_road_damage
Manhole is open and sewage is leaking near Jubilee Hills. This issue is causing a lot of inconvenience to residents.,sewage_overflow
Municipal garbage bin near junction in Champapet is overflowing. Kindly look into this matter at the earliest.,garbage
Sewage water flowing on beside flyover in Kondapur for many days. Requesting the concerned department to resolve this urgently.,sewage_overflow
"Street light timer fault in Khairatabad, lights turn off at 9 PM itself. Kindly look into this matter at the earliest.",streetlight_or_electricity
Standing water on service road in Manikonda causing dengue fear. No one has responded even after multiple complaints.,waterlogging
Frequent power cuts in Alwal area for over a month. Kindly look into this matter at the earliest.,streetlight_or_electricity
Water submerged road near Khairatabad hospital road is impassable. This issue is causing a lot of inconvenience to residents.,waterlogging
The broken light pole near Balanagar is unsafe for pedestrians. This is becoming a serious public health problem.,streetlight_or_electricity
Blocked drain near Gachibowli causing sewage to overflow on street. No one has responded even after multiple complaints.,sewage_overflow
Trash and litter everywhere near near bus stop in Vanasthalipuram. Very unhygienic. People are suffering due to this negligence.,garbage
A huge crater has formed on the main road in Champapet. Requesting the concerned department to resolve this urgently.,pothole_road_damage
Mosquito fogging needed in Alwal colony urgently. No one has responded even after multiple complaints.,others
"There is a deep road pit on the lane near Vanasthalipuram, causing accidents. Please send someone to fix this soon.",pothole_road_damage
Graffiti and vandalism on public property in Hitech City. Kindly look into this matter at the earliest.,others
Black dirty water from sewer on colony road in Alwal. No one has responded even after multiple complaints.,sewage_overflow
Electricity cable fallen on road near Uppal. Very risky. We have been waiting for a long time.,streetlight_or_electricity
Street light has been switched off for many days in Manikonda. This issue is causing a lot of inconvenience to residents.,streetlight_or_electricity
"Rain water flooding temple street in Kompally, two-wheelers cannot pass. This is a hazard and needs urgent attention.",waterlogging
Mosquito breeding is increasing due to sewage overflow in Hitech City. This is becoming a serious public health problem.,sewage_overflow
Street light has been switched off for many days in Madhapur. This is a hazard and needs urgent attention.,streetlight_or_electricity
"Park in Habsiguda is not maintained, becoming unsafe. This is becoming a serious public health problem.",others
The road in Mehdipatnam near junction is broken badly and needs urgent repair. The situation is getting worse every day.,pothole_road_damage
High tension wire hanging low near colony road in Bowenpally. Extremely dangerous. This is becoming a serious public health problem.,streetlight_or_electricity
Frequent power cuts in Madhapur area since last night. Immediate repair is required.,streetlight_or_electricity
Dry and wet waste mixed together near bin at Jeedimetla service road. Children and elderly are at risk.,garbage
"Speed breakers are broken on lane in LB Nagar, causing jolt to vehicles. This is becoming a serious public health problem.",pothole_road_damage
There is a lot of garbage accumulated near the near signal in Serilingampally. Requesting the concerned department to resolve this urgently.,garbage
The sewage pipeline is broken near service road in Amberpet. This is a hazard and needs urgent attention.,sewage_overflow
The asphalt has completely broken on residential lane near Erragadda. Please send someone to fix this soon.,pothole_road_damage
Boundary wall collapsed near main road in Mehdipatnam. This is affecting daily commuters and pedestrians.,others
Drinking water supply issue in Charminar for over a month. This is a hazard and needs urgent attention.,others
Puddles and water stagnation everywhere on temple street in Manikonda. The situation is getting worse every day.,waterlogging
"After every rain, cross road in Nagole turns into a pond. This is becoming a serious public health problem.",waterlogging
Construction left the road damaged near Kondapur main road and no one fixed it. This is affecting daily commuters and pedestrians.,pothole_road_damage
Dirty drain water is entering homes in Khairatabad. This is becoming a serious public health problem.,sewage_overflow
"Park in Kukatpally is not maintained, becoming unsafe. Immediate repair is required.",others
Municipal garbage bin near colony road in Secunderabad is overflowing. Please take immediate action.,garbage
The residential lane in Hitech City is in terrible condition with road damage everywhere. This issue is causing a lot of inconvenience to residents.,pothole_road_damage
Drain water is coming out on the road near Habsiguda metro station road. This is a hazard and needs urgent attention.,sewage_overflow
Dry and wet waste mixed together near bin at Mehdipatnam metro station road. This issue is causing a lot of inconvenience to residents.,garbage
The road near Kondapur lane has multiple deep potholes. People are suffering due to this negligence.,pothole_road_damage
Frequent power cuts in Jubilee Hills area for over a month. We have been waiting for a long time.,streetlight_or_electricity
Street light has been switched off for many days in Habsiguda. Kindly look into this matter at the earliest.,streetlight_or_electricity
Dirty drain water is entering homes in Nagole. We have been waiting for a long time.,sewage_overflow
Nala near Ramanthapur is overflowing with sewage and waste water. People are suffering due to this negligence.,sewage_overflow
Roads submerged in water in Tarnaka. Vehicles stuck. No one has responded even after multiple complaints.,waterlogging
Traffic signal not working at Uppal junction. Requesting the concerned department to resolve this urgently.,others
Water is stagnating on the highway stretch near Dilsukhnagar since last night. The situation is getting worse every day.,waterlogging
A big crack has appeared on the road surface near Hayathnagar cross road. This is becoming a serious public health problem.,pothole_road_damage
"Electricity wire touching tree near Khairatabad market area, sparks visible. This is affecting daily commuters and pedestrians.",streetlight_or_electricity
"There is a deep road pit on the highway stretch near Mehdipatnam, causing accidents. People are suffering due to this negligence.",pothole_road_damage
Sewage is overflowing on the colony road in Amberpet. This needs to be addressed before someone gets hurt.,sewage_overflow
"Piles of rubbish on highway stretch in Jubilee Hills, stinking badly. Kindly look into this matter at the earliest.",garbage
All lights in Begumpet colony are not working for over a month. No one has responded even after multiple complaints.,streetlight_or_electricity
"Speed breakers are broken on metro station road in Chintal, causing jolt to vehicles. This is a hazard and needs urgent attention.",pothole_road_damage
Overflowing garbage bins are creating health issues in Mehdipatnam. Please send someone to fix this soon.,garbage
"Due to potholes on service road in Madhapur, commuters are facing severe problems. The situation is getting worse every day.",pothole_road_damage
There is a big pothole on the colony road in Lakdikapul. Kindly look into this matter at the earliest.,pothole_road_damage
A dangerous pothole has developed on the highway stretch near LB Nagar. Vehicles are getting damaged. No one has responded even after multiple complaints.,pothole_road_damage
Bad smell coming due to uncollected waste near Hitech City colony road. Immediate repair is required.,garbage
There is a big pothole on the metro station road in Amberpet. We have been waiting for a long time.,pothole_road_damage
Smoke and dust from construction site near Manikonda. Please take immediate action.,others
Stray dogs are attacking people near lane in Uppal. This problem has been ignored for many days.,others
Road condition is very poor with cuts and pits on beside flyover in Lakdikapul. Children and elderly are at risk.,pothole_road_damage
No pedestrian crossing at busy hospital road in Ameerpet. This problem has been ignored for many days.,others
Garbage overflowing from community bin in Miyapur. Immediate repair is required.,garbage
Electricity cable fallen on road near Abids. Very risky. This is a hazard and needs urgent attention.,streetlight_or_electricity
Water is stagnating on the cross road near Quthbullapur since last night. No one has responded even after multiple complaints.,waterlogging
"Underground drainage system failed in Serilingampally, sewage everywhere. This is a hazard and needs urgent attention.",sewage_overflow
Water tanker not coming to Madhapur since yesterday. No one has responded even after multiple complaints.,others
Waste not picked up from our colony in Champapet since yesterday. Requesting the concerned department to resolve this urgently.,garbage
Puddles and water stagnation everywhere on metro station road in Jeedimetla. This issue is causing a lot of inconvenience to residents.,waterlogging
Electric wires are hanging dangerously near cross road in KPHB Colony. Immediate repair is required.,streetlight_or_electricity
Mosquito fogging needed in Ramanthapur colony urgently. This needs to be addressed before someone gets hurt.,others
Bus stop shelter damaged near Moosapet school road. Kindly look into this matter at the earliest.,others
Traffic signal not working at Madhapur junction. This problem has been ignored for many days.,others
Garbage overflowing from community bin in Champapet. This is a hazard and needs urgent attention.,garbage
Smoke and dust from construction site near Lakdikapul. This issue is causing a lot of inconvenience to residents.,others
Smoke and dust from construction site near Alwal. Immediate repair is required.,others
Garbage overflowing from community bin in Quthbullapur. Please take immediate action.,garbage
"No proper drainage in Alwal, every rain causes water accumulation. Children and elderly are at risk.",waterlogging
There is a lot of garbage accumulated near the metro station road in Bowenpally. Kindly look into this matter at the earliest.,garbage
Construction debris dumped near hospital road in Manikonda. Kindly look into this matter at the earliest.,garbage
Road is very dark at Madhapur highway stretch because street light is dead. No one has responded even after multiple complaints.,streetlight_or_electricity
No street lighting on entire service road stretch in Khairatabad. We have been waiting for a long time.,streetlight_or_electricity
"No proper drainage in SR Nagar, every rain causes water accumulation. Immediate repair is required.",waterlogging
Knee-deep water in Rajendranagar locality after yesterday's rain. This issue is causing a lot of inconvenience to residents.,waterlogging
Dry and wet waste mixed together near bin at Gachibowli near bus stop. Please send someone to fix this soon.,garbage
Bulb fused in street light near Kukatpally lane. Not replaced. Immediate repair is required.,streetlight_or_electricity
Electric pole is tilted near colony road in Banjara Hills. Could fall anytime. This is affecting daily commuters and pedestrians.,streetlight_or_electricity
"Multiple potholes on service road in Abids, two-wheelers are at risk. Requesting the concerned department to resolve this urgently.",pothole_road_damage
Sewage water flowing on residential lane in Attapur from the last 2 weeks. The situation is getting worse every day.,sewage_overflow
Sewage is overflowing on the market area in Amberpet. Please send someone to fix this soon.,sewage_overflow
Damaged road near Abids is causing tire punctures and vehicle breakdowns. Immediate repair is required.,pothole_road_damage
"No illumination on school road in Hayathnagar, accidents happening regularly. This problem has been ignored for many days.",streetlight_or_electricity
Abandoned vehicle blocking road near Alwal lane. Please take immediate action.,others
Household waste is being thrown on the road near Uppal near bus stop. People are suffering due to this negligence.,garbage
Road surface is completely damaged near Nagole near bus stop. The situation is getting worse every day.,pothole_road_damage
Food waste rotting on the road near Quthbullapur service road. Flies and mosquitoes increasing. This is becoming a serious public health problem.,garbage
Water stagnation near Gachibowli residential lane for many days creating foul smell. Immediate repair is required.,waterlogging
Graffiti and vandalism on public property in Vanasthalipuram. The situation is getting worse every day.,others
Smoke and dust from construction site near Uppal. People are suffering due to this negligence.,others
Several street lights are not working in Nagole. The situation is getting worse every day.,streetlight_or_electricity
Street lamp near lane in Erragadda is flickering and not stable. This is a hazard and needs urgent attention.,streetlight_or_electricity
Drinking water supply issue in LB Nagar for the last one week. People are suffering due to this negligence.,others
Standing water on market area in Abids causing dengue fear. Please take immediate action.,waterlogging
Knee-deep water in SR Nagar locality after yesterday's rain. This problem has been ignored for many days.,waterlogging
